x,CL = 0.700,Ideal,CL = 0.500,CL = 0.300,CL = 0.150
0.1097,1.70947,2.17493,1.58355,1.4659,1.3845
0.1098,1.7084,2.17417,1.58249,1.46493,1.38361
0.1099,1.70733,2.17342,1.58143,1.46396,1.38271
0.11,1.70626,2.17266,1.58037,1.463,1.38181
0.1101,1.70519,2.17191,1.57931,1.46206,1.3809
0.1102,1.70413,2.17116,1.57826,1.46113,1.37999
0.1103,1.70307,2.1704,1.57721,1.46022,1.37908
0.1104,1.70202,2.16965,1.57616,1.45931,1.37817
0.1105,1.70096,2.1689,1.57511,1.45843,1.37726
0.1106,1.69991,2.16815,1.57407,1.45756,1.37635
0.1107,1.69886,2.1674,1.57302,1.4567,1.37544
0.1108,1.69781,2.16665,1.57198,1.45586,1.37455
0.1109,1.69677,2.16591,1.57094,1.45504,1.37365
0.111,1.69572,2.16516,1.5699,1.45423,1.37277
0.1111,1.69468,2.16441,1.56887,1.45344,1.37189
0.1112,1.69364,2.16367,1.56783,1.45266,1.37102
0.1113,1.69261,2.16292,1.5668,1.45189,1.37016
0.1114,1.69157,2.16218,1.56577,1.45114,1.36932
0.1115,1.69054,2.16144,1.56474,1.4504,1.36848
0.1116,1.68951,2.16069,1.56372,1.44967,1.36766
0.1117,1.68848,2.15995,1.5627,1.44894,1.36685
0.1118,1.68746,2.15921,1.56167,1.44823,1.36606
0.1119,1.68643,2.15847,1.56066,1.44752,1.36528
0.112,1.68541,2.15773,1.55964,1.44681,1.36452
0.1121,1.68439,2.15699,1.55863,1.4461,1.36377
0.1122,1.68337,2.15625,1.55761,1.4454,1.36305
0.1123,1.68235,2.15551,1.5566,1.4447,1.36234
0.1124,1.68134,2.15477,1.5556,1.44399,1.36164
0.1125,1.68032,2.15403,1.55459,1.44329,1.36097
0.1126,1.67931,2.15329,1.55359,1.44258,1.36032
0.1127,1.6783,2.15255,1.55259,1.44187,1.35969
0.1128,1.67729,2.15182,1.55159,1.44115,1.35908
0.1129,1.67629,2.15108,1.55059,1.44043,1.35848
0.113,1.67528,2.15034,1.5496,1.43971,1.3579
0.1131,1.67428,2.14961,1.54861,1.43898,1.35733
0.1132,1.67328,2.14887,1.54762,1.43825,1.35678
0.1133,1.67227,2.14814,1.54663,1.43751,1.35624
0.1134,1.67128,2.1474,1.54565,1.43677,1.3557
0.1135,1.67028,2.14667,1.54467,1.43602,1.35517
0.1136,1.66928,2.14594,1.54369,1.43526,1.35465
0.1137,1.66829,2.1452,1.54271,1.4345,1.35414
0.1138,1.66729,2.14447,1.54174,1.43374,1.35362
0.1139,1.6663,2.14374,1.54077,1.43297,1.35311
0.114,1.66531,2.143,1.5398,1.4322,1.3526
0.1141,1.66432,2.14227,1.53883,1.43143,1.35209
0.1142,1.66334,2.14154,1.53787,1.43065,1.35158
0.1143,1.66235,2.14081,1.5369,1.42987,1.35106
0.1144,1.66136,2.14008,1.53594,1.42909,1.35055
0.1145,1.66038,2.13935,1.53499,1.4283,1.35002
0.1146,1.6594,2.13861,1.53403,1.42751,1.34949
0.1147,1.65842,2.13788,1.53308,1.42672,1.34895
0.1148,1.65744,2.13715,1.53213,1.42593,1.34841
0.1149,1.65646,2.13642,1.53118,1.42513,1.34785
0.115,1.65548,2.13569,1.53024,1.42433,1.34728
0.1151,1.6545,2.13497,1.5293,1.42353,1.34671
0.1152,1.65353,2.13424,1.52836,1.42273,1.34612
0.1153,1.65255,2.13351,1.52742,1.42192,1.34552
0.1154,1.65158,2.13278,1.52648,1.42111,1.3449
0.1155,1.65061,2.13205,1.52555,1.4203,1.34427
0.1156,1.64964,2.13132,1.52462,1.41948,1.34362
0.1157,1.64867,2.13059,1.52369,1.41867,1.34296
0.1158,1.6477,2.12987,1.52277,1.41785,1.34228
0.1159,1.64673,2.12914,1.52185,1.41703,1.34158
0.116,1.64577,2.12841,1.52093,1.4162,1.34086
0.1161,1.6448,2.12768,1.52001,1.41538,1.34012
0.1162,1.64384,2.12696,1.51909,1.41455,1.33937
0.1163,1.64287,2.12623,1.51818,1.41371,1.33859
0.1164,1.64191,2.1255,1.51727,1.41288,1.33779
0.1165,1.64095,2.12478,1.51636,1.41204,1.33698
0.1166,1.63999,2.12405,1.51545,1.4112,1.33615
0.1167,1.63903,2.12332,1.51454,1.41036,1.3353
0.1168,1.63807,2.1226,1.51364,1.40951,1.33443
0.1169,1.63711,2.12187,1.51274,1.40866,1.33356
0.117,1.63616,2.12115,1.51184,1.40781,1.33266
0.1171,1.6352,2.12042,1.51094,1.40695,1.33176
0.1172,1.63424,2.11969,1.51005,1.40608,1.33084
0.1173,1.63329,2.11897,1.50915,1.40522,1.32992
0.1174,1.63234,2.11824,1.50826,1.40434,1.32898
0.1175,1.63138,2.11752,1.50737,1.40347,1.32804
0.1176,1.63043,2.11679,1.50648,1.40258,1.32708
0.1177,1.62948,2.11607,1.50559,1.40169,1.32612
0.1178,1.62853,2.11534,1.50471,1.40079,1.32516
0.1179,1.62758,2.11462,1.50382,1.39988,1.32419
0.118,1.62663,2.11389,1.50294,1.39896,1.32321
0.1181,1.62568,2.11317,1.50206,1.39803,1.32223
0.1182,1.62474,2.11245,1.50118,1.39708,1.32125
0.1183,1.62379,2.11172,1.5003,1.39611,1.32026
0.1184,1.62285,2.111,1.49942,1.39512,1.31927
0.1185,1.6219,2.11027,1.49854,1.39412,1.31828
0.1186,1.62096,2.10955,1.49767,1.39309,1.3173
0.1187,1.62001,2.10882,1.4968,1.39204,1.31631
0.1188,1.61907,2.1081,1.49592,1.39098,1.31532
0.1189,1.61813,2.10738,1.49505,1.38991,1.31434
0.119,1.61719,2.10665,1.49418,1.38884,1.31336
0.1191,1.61624,2.10593,1.49332,1.38779,1.31238
0.1192,1.6153,2.1052,1.49245,1.38675,1.31141
0.1193,1.61437,2.10448,1.49158,1.38574,1.31045
0.1194,1.61343,2.10375,1.49072,1.38476,1.30949
0.1195,1.61249,2.10303,1.48985,1.3838,1.30854
0.1196,1.61155,2.10231,1.48899,1.38287,1.30759
0.1197,1.61061,2.10158,1.48813,1.38195,1.30666
0.1198,1.60968,2.10086,1.48727,1.38106,1.30574
0.1199,1.60874,2.10013,1.48641,1.38018,1.30483
0.12,1.6078,2.09941,1.48555,1.37931,1.30393
0.1201,1.60687,2.09868,1.48469,1.37845,1.30304
0.1202,1.60594,2.09796,1.48384,1.3776,1.30217
0.1203,1.605,2.09723,1.48298,1.37676,1.30132
0.1204,1.60407,2.09651,1.48213,1.37593,1.30048
0.1205,1.60314,2.09578,1.48127,1.37511,1.29966
0.1206,1.6022,2.09506,1.48042,1.37429,1.29885
0.1207,1.60127,2.09433,1.47957,1.37348,1.29807
0.1208,1.60034,2.09361,1.47871,1.37267,1.29729
0.1209,1.59941,2.09288,1.47786,1.37187,1.29653
0.121,1.59848,2.09215,1.47701,1.37107,1.29579
0.1211,1.59755,2.09143,1.47616,1.37027,1.29506
0.1212,1.59662,2.0907,1.47531,1.36947,1.29435
0.1213,1.59569,2.08998,1.47446,1.36868,1.29365
0.1214,1.59476,2.08925,1.47362,1.36789,1.29297
0.1215,1.59384,2.08852,1.47277,1.3671,1.29229
0.1216,1.59291,2.0878,1.47192,1.36632,1.29164
0.1217,1.59198,2.08707,1.47108,1.36553,1.29099
0.1218,1.59106,2.08635,1.47023,1.36475,1.29035
0.1219,1.59013,2.08562,1.46939,1.36397,1.28973
0.122,1.58921,2.0849,1.46854,1.36319,1.28912
0.1221,1.58828,2.08418,1.4677,1.36241,1.28851
0.1222,1.58736,2.08345,1.46685,1.36163,1.28792
0.1223,1.58644,2.08273,1.46601,1.36086,1.28733
0.1224,1.58551,2.08201,1.46517,1.36008,1.28676
0.1225,1.58459,2.08129,1.46432,1.35931,1.28619
0.1226,1.58367,2.08057,1.46348,1.35854,1.28562
0.1227,1.58275,2.07985,1.46264,1.35777,1.28507
0.1228,1.58183,2.07913,1.4618,1.357,1.28452
0.1229,1.58091,2.07842,1.46095,1.35623,1.28397
0.123,1.57999,2.0777,1.46011,1.35546,1.28343
0.1231,1.57907,2.07699,1.45927,1.35469,1.2829
0.1232,1.57815,2.07628,1.45843,1.35392,1.28236
0.1233,1.57724,2.07557,1.45759,1.35315,1.28183
0.1234,1.57632,2.07486,1.45675,1.35239,1.28131
0.1235,1.5754,2.07415,1.45591,1.35162,1.28078
0.1236,1.57449,2.07345,1.45507,1.35086,1.28026
0.1237,1.57357,2.07275,1.45424,1.35009,1.27973
0.1238,1.57266,2.07204,1.4534,1.34933,1.27921
0.1239,1.57175,2.07135,1.45256,1.34857,1.27868
0.124,1.57083,2.07065,1.45172,1.34781,1.27816
0.1241,1.56992,2.06996,1.45089,1.34704,1.27763
0.1242,1.56901,2.06927,1.45005,1.34628,1.27711
0.1243,1.5681,2.06858,1.44922,1.34552,1.27658
0.1244,1.56719,2.06789,1.44838,1.34476,1.27605
0.1245,1.56628,2.06721,1.44755,1.344,1.27552
0.1246,1.56537,2.06653,1.44671,1.34324,1.27499
0.1247,1.56446,2.06585,1.44588,1.34248,1.27445
0.1248,1.56355,2.06518,1.44505,1.34172,1.27392
0.1249,1.56264,2.06451,1.44421,1.34096,1.27338
0.125,1.56174,2.06384,1.44338,1.3402,1.27284
0.1251,1.56083,2.06317,1.44255,1.33944,1.2723
0.1252,1.55992,2.06251,1.44172,1.33868,1.27176
0.1253,1.55902,2.06185,1.44089,1.33792,1.27122
0.1254,1.55812,2.06119,1.44006,1.33716,1.27067
0.1255,1.55721,2.06054,1.43923,1.33641,1.27013
0.1256,1.55631,2.05989,1.4384,1.33565,1.26958
0.1257,1.55541,2.05924,1.43757,1.33489,1.26903
0.1258,1.55451,2.05859,1.43674,1.33413,1.26847
0.1259,1.55361,2.05795,1.43591,1.33337,1.26792
0.126,1.55271,2.05731,1.43508,1.33261,1.26736
0.1261,1.55181,2.05667,1.43426,1.33185,1.26681
0.1262,1.55091,2.05604,1.43343,1.3311,1.26624
0.1263,1.55001,2.05541,1.4326,1.33034,1.26568
0.1264,1.54912,2.05478,1.43178,1.32958,1.26512
0.1265,1.54822,2.05415,1.43095,1.32882,1.26455
0.1266,1.54732,2.05353,1.43013,1.32806,1.26398
0.1267,1.54643,2.0529,1.4293,1.3273,1.26341
0.1268,1.54554,2.05228,1.42848,1.32654,1.26283
0.1269,1.54464,2.05166,1.42766,1.32578,1.26225
0.127,1.54375,2.05105,1.42683,1.32503,1.26167
0.1271,1.54286,2.05043,1.42601,1.32427,1.26109
0.1272,1.54197,2.04982,1.42519,1.32351,1.2605
0.1273,1.54108,2.04921,1.42436,1.32276,1.25991
0.1274,1.54019,2.0486,1.42354,1.322,1.25931
0.1275,1.53931,2.04799,1.42272,1.32125,1.25871
0.1276,1.53842,2.04738,1.4219,1.3205,1.25811
0.1277,1.53753,2.04678,1.42108,1.31975,1.2575
0.1278,1.53665,2.04618,1.42026,1.319,1.25689
0.1279,1.53577,2.04557,1.41943,1.31825,1.25627
0.128,1.53488,2.04497,1.41861,1.31751,1.25565
0.1281,1.534,2.04437,1.4178,1.31676,1.25502
0.1282,1.53312,2.04377,1.41698,1.31602,1.25439
0.1283,1.53224,2.04317,1.41616,1.31528,1.25375
0.1284,1.53136,2.04258,1.41534,1.31455,1.2531
0.1285,1.53049,2.04198,1.41452,1.31381,1.25244
0.1286,1.52961,2.04139,1.4137,1.31308,1.25178
0.1287,1.52874,2.04079,1.41288,1.31236,1.25111
0.1288,1.52786,2.0402,1.41207,1.31163,1.25043
0.1289,1.52699,2.0396,1.41125,1.31091,1.24975
0.129,1.52612,2.03901,1.41043,1.31019,1.24906
0.1291,1.52525,2.03842,1.40962,1.30947,1.24836
0.1292,1.52438,2.03783,1.4088,1.30876,1.24766
0.1293,1.52351,2.03724,1.40799,1.30805,1.24695
0.1294,1.52264,2.03665,1.40717,1.30734,1.24624
0.1295,1.52178,2.03606,1.40636,1.30663,1.24552
0.1296,1.52092,2.03547,1.40555,1.30593,1.2448
0.1297,1.52005,2.03488,1.40473,1.30523,1.24408
0.1298,1.51919,2.0343,1.40392,1.30453,1.24336
0.1299,1.51833,2.03371,1.40311,1.30384,1.24263
0.13,1.51748,2.03312,1.4023,1.30314,1.24191
0.1301,1.51662,2.03253,1.40149,1.30245,1.24118
0.1302,1.51576,2.03195,1.40068,1.30176,1.24046
0.1303,1.51491,2.03136,1.39987,1.30108,1.23974
0.1304,1.51406,2.03078,1.39906,1.30039,1.23902
0.1305,1.51321,2.03019,1.39825,1.29971,1.23831
0.1306,1.51236,2.02961,1.39744,1.29903,1.2376
0.1307,1.51152,2.02902,1.39664,1.29835,1.23689
0.1308,1.51067,2.02844,1.39583,1.29767,1.23619
0.1309,1.50983,2.02785,1.39502,1.29699,1.23549
0.131,1.50899,2.02727,1.39422,1.29632,1.23479
0.1311,1.50815,2.02668,1.39341,1.29564,1.2341
0.1312,1.50732,2.0261,1.39261,1.29497,1.23342
0.1313,1.50648,2.02552,1.39181,1.2943,1.23273
0.1314,1.50565,2.02493,1.391,1.29363,1.23206
0.1315,1.50482,2.02435,1.3902,1.29296,1.23139
0.1316,1.50399,2.02376,1.3894,1.29229,1.23072
0.1317,1.50316,2.02318,1.3886,1.29162,1.23005
0.1318,1.50233,2.0226,1.3878,1.29095,1.22939
0.1319,1.50151,2.02201,1.387,1.29028,1.22874
0.132,1.50068,2.02143,1.38621,1.28962,1.22808
0.1321,1.49986,2.02084,1.38541,1.28895,1.22743
0.1322,1.49904,2.02026,1.38461,1.28829,1.22679
0.1323,1.49822,2.01967,1.38382,1.28762,1.22614
0.1324,1.49741,2.01909,1.38302,1.28696,1.2255
0.1325,1.49659,2.0185,1.38223,1.28629,1.22486
0.1326,1.49578,2.01792,1.38144,1.28563,1.22423
0.1327,1.49496,2.01733,1.38065,1.28497,1.22359
0.1328,1.49415,2.01675,1.37985,1.2843,1.22296
0.1329,1.49334,2.01616,1.37907,1.28364,1.22233
0.133,1.49254,2.01557,1.37828,1.28298,1.22171
0.1331,1.49173,2.01498,1.37749,1.28232,1.22108
0.1332,1.49092,2.0144,1.3767,1.28165,1.22046
0.1333,1.49012,2.01381,1.37592,1.28099,1.21983
0.1334,1.48932,2.01322,1.37513,1.28033,1.21921
0.1335,1.48851,2.01263,1.37435,1.27967,1.21859
0.1336,1.48771,2.01204,1.37357,1.27901,1.21798
0.1337,1.48691,2.01144,1.37279,1.27835,1.21736
0.1338,1.48611,2.01085,1.37201,1.27769,1.21675
0.1339,1.48531,2.01026,1.37123,1.27703,1.21613
0.134,1.48451,2.00966,1.37045,1.27637,1.21552
0.1341,1.48372,2.00907,1.36967,1.27571,1.21491
0.1342,1.48292,2.00847,1.36889,1.27505,1.2143
0.1343,1.48212,2.00787,1.36812,1.27439,1.2137
0.1344,1.48132,2.00727,1.36734,1.27373,1.21309
0.1345,1.48053,2.00667,1.36657,1.27307,1.21249
0.1346,1.47973,2.00607,1.36579,1.2724,1.21188
0.1347,1.47893,2.00547,1.36502,1.27174,1.21128
0.1348,1.47814,2.00486,1.36425,1.27108,1.21068
0.1349,1.47734,2.00426,1.36348,1.27042,1.21008
0.135,1.47654,2.00365,1.3627,1.26976,1.20948
0.1351,1.47574,2.00304,1.36193,1.2691,1.20888
0.1352,1.47494,2.00243,1.36116,1.26844,1.20829
0.1353,1.47414,2.00182,1.36039,1.26777,1.20769
0.1354,1.47334,2.00121,1.35962,1.26711,1.2071
0.1355,1.47254,2.00059,1.35885,1.26645,1.20651
0.1356,1.47174,1.99998,1.35808,1.26578,1.20592
0.1357,1.47093,1.99936,1.35732,1.26512,1.20533
0.1358,1.47013,1.99874,1.35655,1.26446,1.20474
0.1359,1.46932,1.99812,1.35578,1.26379,1.20415
0.136,1.46851,1.9975,1.35501,1.26312,1.20357
0.1361,1.4677,1.99688,1.35424,1.26246,1.20298
0.1362,1.46689,1.99625,1.35348,1.26179,1.2024
0.1363,1.46608,1.99563,1.35271,1.26112,1.20182
0.1364,1.46526,1.995,1.35194,1.26045,1.20123
0.1365,1.46444,1.99437,1.35117,1.25978,1.20066
0.1366,1.46362,1.99375,1.35041,1.25911,1.20008
0.1367,1.4628,1.99312,1.34964,1.25844,1.1995
0.1368,1.46198,1.99248,1.34887,1.25777,1.19893
0.1369,1.46115,1.99185,1.3481,1.25709,1.19835
0.137,1.46032,1.99122,1.34734,1.25642,1.19778
0.1371,1.45949,1.99058,1.34657,1.25575,1.19721
0.1372,1.45866,1.98995,1.3458,1.25507,1.19664
0.1373,1.45783,1.98931,1.34503,1.2544,1.19607
0.1374,1.45699,1.98868,1.34426,1.25372,1.1955
0.1375,1.45615,1.98804,1.34349,1.25304,1.19494
0.1376,1.45531,1.9874,1.34273,1.25237,1.19438
0.1377,1.45446,1.98676,1.34196,1.25169,1.19381
0.1378,1.45362,1.98612,1.34119,1.25102,1.19325
0.1379,1.45277,1.98548,1.34042,1.25034,1.19269
0.138,1.45193,1.98484,1.33965,1.24966,1.19214
0.1381,1.45108,1.9842,1.33888,1.24899,1.19158
0.1382,1.45023,1.98356,1.3381,1.24831,1.19102
0.1383,1.44937,1.98292,1.33733,1.24764,1.19047
0.1384,1.44852,1.98228,1.33656,1.24697,1.18992
0.1385,1.44766,1.98164,1.33579,1.2463,1.18937
0.1386,1.44681,1.981,1.33502,1.24563,1.18882
0.1387,1.44595,1.98036,1.33424,1.24496,1.18827
0.1388,1.44509,1.97972,1.33347,1.24429,1.18772
0.1389,1.44423,1.97908,1.3327,1.24362,1.18717
0.139,1.44337,1.97843,1.33192,1.24296,1.18662
0.1391,1.44251,1.97779,1.33115,1.2423,1.18608
0.1392,1.44165,1.97715,1.33038,1.24164,1.18553
0.1393,1.44079,1.97651,1.3296,1.24098,1.18499
0.1394,1.43993,1.97587,1.32883,1.24032,1.18444
0.1395,1.43906,1.97523,1.32805,1.23967,1.1839
0.1396,1.4382,1.97459,1.32728,1.23902,1.18336
0.1397,1.43733,1.97395,1.32651,1.23837,1.18281
0.1398,1.43647,1.97332,1.32573,1.23773,1.18227
0.1399,1.4356,1.97268,1.32496,1.23708,1.18172
0.14,1.43473,1.97204,1.32419,1.23644,1.18118
0.1401,1.43387,1.9714,1.32341,1.23581,1.18063
0.1402,1.433,1.97076,1.32264,1.23517,1.18008
0.1403,1.43213,1.97013,1.32187,1.23454,1.17953
0.1404,1.43127,1.96949,1.32109,1.23391,1.17898
0.1405,1.4304,1.96885,1.32032,1.23328,1.17843
0.1406,1.42953,1.96822,1.31955,1.23266,1.17787
0.1407,1.42866,1.96758,1.31878,1.23204,1.17731
0.1408,1.4278,1.96694,1.31801,1.23142,1.17675
0.1409,1.42693,1.96631,1.31724,1.2308,1.17618
0.141,1.42606,1.96568,1.31647,1.23018,1.17561
0.1411,1.4252,1.96504,1.3157,1.22957,1.17504
0.1412,1.42433,1.96441,1.31493,1.22896,1.17446
0.1413,1.42346,1.96378,1.31417,1.22835,1.17388
0.1414,1.4226,1.96314,1.3134,1.22774,1.17329
0.1415,1.42173,1.96251,1.31263,1.22714,1.1727
0.1416,1.42087,1.96188,1.31187,1.22653,1.1721
0.1417,1.42,1.96125,1.3111,1.22593,1.17149
0.1418,1.41914,1.96062,1.31034,1.22532,1.17088
0.1419,1.41827,1.96,1.30958,1.22472,1.17027
0.142,1.41741,1.95937,1.30881,1.22412,1.16965
0.1421,1.41655,1.95874,1.30805,1.22352,1.16902
0.1422,1.41569,1.95811,1.30729,1.22292,1.16839
0.1423,1.41483,1.95749,1.30653,1.22232,1.16775
0.1424,1.41397,1.95686,1.30578,1.22172,1.16711
0.1425,1.41311,1.95624,1.30502,1.22112,1.16646
0.1426,1.41225,1.95562,1.30426,1.22052,1.16581
0.1427,1.41139,1.95499,1.30351,1.21992,1.16515
0.1428,1.41054,1.95437,1.30275,1.21933,1.16449
0.1429,1.40968,1.95375,1.302,1.21873,1.16383
0.143,1.40883,1.95313,1.30125,1.21813,1.16315
0.1431,1.40798,1.95251,1.3005,1.21753,1.16248
0.1432,1.40713,1.9519,1.29975,1.21693,1.1618
0.1433,1.40628,1.95128,1.299,1.21633,1.16112
0.1434,1.40543,1.95066,1.29826,1.21574,1.16043
0.1435,1.40459,1.95005,1.29751,1.21514,1.15975
0.1436,1.40374,1.94943,1.29677,1.21454,1.15906
0.1437,1.4029,1.94882,1.29603,1.21394,1.15837
0.1438,1.40206,1.94821,1.29529,1.21334,1.15768
0.1439,1.40122,1.94759,1.29455,1.21274,1.15699
0.144,1.40038,1.94698,1.29382,1.21213,1.1563
0.1441,1.39955,1.94637,1.29309,1.21153,1.15561
0.1442,1.39872,1.94577,1.29235,1.21093,1.15492
0.1443,1.39789,1.94516,1.29162,1.21033,1.15423
0.1444,1.39706,1.94455,1.2909,1.20972,1.15355
0.1445,1.39623,1.94395,1.29017,1.20911,1.15287
0.1446,1.39541,1.94334,1.28945,1.20851,1.15219
0.1447,1.39458,1.94274,1.28873,1.2079,1.15151
0.1448,1.39376,1.94213,1.28801,1.20729,1.15084
0.1449,1.39294,1.94153,1.28729,1.20668,1.15016
0.145,1.39213,1.94093,1.28658,1.20607,1.1495
0.1451,1.39131,1.94033,1.28587,1.20545,1.14883
0.1452,1.3905,1.93973,1.28516,1.20484,1.14817
0.1453,1.38969,1.93914,1.28445,1.20422,1.14752
0.1454,1.38888,1.93854,1.28375,1.2036,1.14687
0.1455,1.38808,1.93795,1.28305,1.20298,1.14622
0.1456,1.38727,1.93735,1.28236,1.20236,1.14558
0.1457,1.38647,1.93676,1.28166,1.20173,1.14494
0.1458,1.38567,1.93617,1.28097,1.2011,1.14431
0.1459,1.38487,1.93558,1.28028,1.20047,1.14369
0.146,1.38407,1.93499,1.27959,1.19984,1.14307
0.1461,1.38328,1.9344,1.27891,1.1992,1.14246
0.1462,1.38249,1.93381,1.27823,1.19857,1.14185
0.1463,1.3817,1.93323,1.27755,1.19793,1.14125
0.1464,1.38091,1.93264,1.27687,1.19728,1.14066
0.1465,1.38012,1.93206,1.2762,1.19664,1.14007
0.1466,1.37934,1.93147,1.27553,1.19599,1.1395
0.1467,1.37856,1.93089,1.27486,1.19534,1.13893
0.1468,1.37778,1.93031,1.27419,1.19468,1.13837
0.1469,1.377,1.92974,1.27353,1.19403,1.13781
0.147,1.37622,1.92916,1.27286,1.19337,1.13727
0.1471,1.37544,1.92858,1.2722,1.19272,1.13673
0.1472,1.37467,1.92801,1.27154,1.19206,1.1362
0.1473,1.3739,1.92743,1.27088,1.1914,1.13568
0.1474,1.37313,1.92686,1.27023,1.19073,1.13516
0.1475,1.37236,1.92629,1.26957,1.19007,1.13466
0.1476,1.37159,1.92572,1.26892,1.18941,1.13415
0.1477,1.37082,1.92515,1.26827,1.18874,1.13366
0.1478,1.37006,1.92459,1.26761,1.18808,1.13317
0.1479,1.3693,1.92402,1.26696,1.18741,1.13268
0.148,1.36853,1.92346,1.26632,1.18675,1.1322
0.1481,1.36777,1.92289,1.26567,1.18608,1.13173
0.1482,1.36701,1.92233,1.26502,1.18542,1.13126
0.1483,1.36626,1.92177,1.26437,1.18476,1.13079
0.1484,1.3655,1.92122,1.26373,1.18409,1.13033
0.1485,1.36474,1.92066,1.26308,1.18343,1.12988
0.1486,1.36399,1.9201,1.26244,1.18277,1.12942
0.1487,1.36324,1.91955,1.26179,1.18211,1.12897
0.1488,1.36249,1.919,1.26115,1.18145,1.12852
0.1489,1.36173,1.91845,1.2605,1.1808,1.12808
0.149,1.36098,1.9179,1.25986,1.18014,1.12763
0.1491,1.36024,1.91735,1.25921,1.17949,1.12719
0.1492,1.35949,1.9168,1.25857,1.17884,1.12675
0.1493,1.35874,1.91626,1.25792,1.17819,1.12631
0.1494,1.358,1.91571,1.25727,1.17755,1.12588
0.1495,1.35725,1.91517,1.25662,1.1769,1.12544
0.1496,1.35651,1.91463,1.25597,1.17626,1.125
0.1497,1.35576,1.91409,1.25532,1.17563,1.12456
0.1498,1.35502,1.91356,1.25467,1.17499,1.12413
0.1499,1.35428,1.91302,1.25402,1.17436,1.12369
0.15,1.35354,1.91249,1.25336,1.17373,1.12325
0.1501,1.3528,1.91196,1.25271,1.17311,1.1228
0.1502,1.35206,1.91143,1.25205,1.17249,1.12236
0.1503,1.35132,1.9109,1.25139,1.17187,1.12191
0.1504,1.35058,1.91037,1.25073,1.17125,1.12146
0.1505,1.34984,1.90985,1.25006,1.17064,1.121
0.1506,1.34911,1.90932,1.24939,1.17003,1.12054
0.1507,1.34837,1.9088,1.24873,1.16942,1.12008
0.1508,1.34763,1.90828,1.24805,1.16882,1.11961
0.1509,1.3469,1.90776,1.24738,1.16822,1.11913
0.151,1.34616,1.90725,1.24671,1.16763,1.11865
0.1511,1.34543,1.90673,1.24603,1.16704,1.11817
0.1512,1.3447,1.90622,1.24535,1.16645,1.11767
0.1513,1.34396,1.90571,1.24467,1.16586,1.11718
0.1514,1.34323,1.9052,1.24399,1.16528,1.11668
0.1515,1.3425,1.90469,1.24331,1.16469,1.11618
0.1516,1.34177,1.90419,1.24262,1.16412,1.11567
0.1517,1.34104,1.90368,1.24194,1.16354,1.11516
0.1518,1.34031,1.90318,1.24125,1.16296,1.11465
0.1519,1.33958,1.90268,1.24056,1.16239,1.11413
0.152,1.33885,1.90217,1.23987,1.16182,1.11362
0.1521,1.33812,1.90168,1.23919,1.16125,1.1131
0.1522,1.33739,1.90118,1.2385,1.16069,1.11258
0.1523,1.33666,1.90068,1.23781,1.16012,1.11206
0.1524,1.33594,1.90019,1.23712,1.15956,1.11154
0.1525,1.33521,1.8997,1.23643,1.15899,1.11102
0.1526,1.33448,1.8992,1.23574,1.15843,1.1105
0.1527,1.33376,1.89871,1.23504,1.15787,1.10998
0.1528,1.33303,1.89822,1.23435,1.15731,1.10947
0.1529,1.33231,1.89774,1.23366,1.15676,1.10895
0.153,1.33158,1.89725,1.23297,1.1562,1.10843
0.1531,1.33086,1.89677,1.23229,1.15565,1.10792
0.1532,1.33013,1.89628,1.2316,1.15509,1.1074
0.1533,1.32941,1.8958,1.23091,1.15454,1.10689
0.1534,1.32869,1.89532,1.23022,1.15399,1.10638
0.1535,1.32797,1.89484,1.22953,1.15343,1.10587
0.1536,1.32724,1.89436,1.22885,1.15288,1.10536
0.1537,1.32652,1.89389,1.22816,1.15233,1.10486
0.1538,1.3258,1.89341,1.22748,1.15178,1.10435
0.1539,1.32508,1.89294,1.2268,1.15123,1.10385
0.154,1.32436,1.89246,1.22611,1.15069,1.10335
0.1541,1.32364,1.89199,1.22543,1.15014,1.10285
0.1542,1.32292,1.89152,1.22475,1.14959,1.10235
0.1543,1.3222,1.89105,1.22408,1.14904,1.10186
0.1544,1.32148,1.89058,1.2234,1.1485,1.10137
0.1545,1.32077,1.89012,1.22273,1.14795,1.10087
0.1546,1.32005,1.88965,1.22206,1.1474,1.10038
0.1547,1.31933,1.88919,1.22138,1.14685,1.09989
0.1548,1.31861,1.88872,1.22072,1.14631,1.09941
0.1549,1.3179,1.88826,1.22005,1.14576,1.09892
0.155,1.31718,1.8878,1.21939,1.14521,1.09843
0.1551,1.31647,1.88734,1.21872,1.14467,1.09795
0.1552,1.31575,1.88688,1.21806,1.14412,1.09747
0.1553,1.31504,1.88643,1.21741,1.14357,1.09698
0.1554,1.31432,1.88597,1.21675,1.14303,1.0965
0.1555,1.31361,1.88551,1.2161,1.14248,1.09602
0.1556,1.31289,1.88506,1.21545,1.14193,1.09554
0.1557,1.31218,1.88461,1.2148,1.14138,1.09506
0.1558,1.31147,1.88415,1.21416,1.14083,1.09458
0.1559,1.31076,1.8837,1.21352,1.14028,1.0941
0.156,1.31004,1.88325,1.21288,1.13973,1.09362
0.1561,1.30933,1.88281,1.21224,1.13917,1.09314
0.1562,1.30862,1.88236,1.21161,1.13862,1.09266
0.1563,1.30791,1.88191,1.21098,1.13807,1.09218
